front,back
"What is the definition of an offside pass?

<i>Rule 6 | Section 3 | Article 1</i>","An offside pass is made when the ball is directed in any manner other than being kicked, in the direction of the opponent’s dead line."
"What is the penalty for a team making an illegal recovery after an offside pass?

<i>Rule 6 | Section 3 | Article 2</i>",The penalty is the next scrimmage at the point of origin of the pass or the option to take the penalty.
"What are the exceptions to the illegal recovery rule for an offside pass?

<i>Rule 6 | Section 3 | Article 2</i>",Exceptions include a handoff pass behind the line of scrimmage or a forward pass.
"Under what general conditions does an offside pass occur on a scrimmage play?

<i>Rule 6 | Section 3 | Article 3</i>","On a scrimmage play, an offside pass occurs when a Team A player makes an offside pass after he/she has crossed the line of scrimmage."
"When does an offside pass generally occur after a change of possession?

<i>Rule 6 | Section 3 | Article 3</i>","An offside pass generally occurs after a change of possession (e.g., punt runback, fumble recovery, intercepted pass) if a player makes an offside pass."
"What constitutes an offside pass during an attempted forward pass if an ineligible receiver catches the ball?

<i>Rule 6 | Section 3 | Article 3</i>","If, in attempting to complete a forward pass, a Team A eligible receiver tips, deflects, knocks, or bats the ball in an offside direction where it is caught by a Team A ineligible receiver, it is an offside pass."
"What is the penalty for an offside pass in the general occurrence situations outlined in Article 3?

<i>Rule 6 | Section 3 | Article 3</i>","The penalty is the next scrimmage at the point of origin of the offside pass, and downs continue, unless the required distance has been gained at that point."
"When does an offside pass NOT occur on a scrimmage play before the ball crosses the line of scrimmage?

<i>Rule 6 | Section 3 | Article 4</i>","An offside pass does NOT occur when, on a scrimmage play, before the ball has crossed the line of scrimmage, a Team A player throws an offside pass – this is ruled as a forward pass."
"Under what conditions is a tipped ball in an offside direction by an eligible receiver NOT considered an offside pass?

<i>Rule 6 | Section 3 | Article 4</i>","It is NOT an offside pass if, in attempting to complete a forward pass, a Team A eligible receiver tips, deflects, knocks, or bats the ball in an offside direction, where it is caught by another Team A eligible receiver."
"When is a tipped ball by a Team B player during an attempted interception NOT considered an offside pass?

<i>Rule 6 | Section 3 | Article 4</i>","It is NOT an offside pass if, in attempting to intercept a forward pass, a Team B player tips, deflects, knocks or bats the ball in an offside direction where it is caught by another Team B player."
"What is the ruling when a Team A passer crosses the line of scrimmage and throws what the Referee considers an intentional forward pass?

<i>Rule 6 | Section 3 | Article 4</i>","This shall be ruled as an illegal forward pass. The penalty is 1, 2, 3D – L10 DR; Convert – L10 DR."
"In what specific fumbled ball situations does an offside pass NOT occur?

<i>Rule 6 | Section 3 | Article 4</i>","An offside pass does NOT occur on a ball fumbled forward by a ball carrier, or a player attempting to catch a kicked ball, or by a player attempting to intercept a lateral pass."
"What is the ruling when the ball is fumbled forward from the field of play directly to out-of-bounds?

<i>Rule 6 | Section 3 | Article 5</i>","The ball shall be scrimmaged at the point of origin of the fumble and downs continue, unless the required distance is gained at that point. This applies whether the out-of-bounds spot is in the field of play or the end zone."
"How is a ball fumbled forward by Team A into the Team B end zone, and recovered by Team B, ruled?

<i>Rule 6 | Section 3 | Article 6</i>",It shall be ruled as an intercepted forward pass.
"Under what condition may a ball thrown in an offside direction be legally recovered by the throwing team?

<i>Rule 6 | Section 3 | Article 7</i>",The ball may not be recovered legally by the throwing team unless it meets the requirements of a Forward Pass.
"What is the penalty if a ball thrown in an offside direction is not legally recovered by the throwing team?

<i>Rule 6 | Section 3 | Article 7</i>","The penalty is the next scrimmage at the point of origin of the offside pass, and downs continue, unless the required distance is gained at that point."
"What is the outcome if Team A makes an offside pass in its own end zone and retains possession?

<i>Rule 6 | Section 3 | Article 8</i>",Team B shall be awarded 2 points or option.
"What is the outcome if Team B makes an offside pass in its own end zone and retains possession after receiving a Team A kick?

<i>Rule 6 | Section 3 | Article 8</i>",Team A shall be awarded 1 point or option.
"What is the outcome if Team B makes an offside pass in its own end zone and retains possession while or after intercepting a Team A forward pass?

<i>Rule 6 | Section 3 | Article 8</i>","Team B shall scrimmage at any point on or between the hash marks on its own 20 yard (20 metre) line, or at PBD (Team A option). No score."
"What are Team B's options if Team A fumbles the ball from the end zone to out of bounds in the field of play without touching an opponent on 1st or 2nd down?

<i>Rule 6 | Section 3 | Article 8</i>","Team B has the choice of 2 options: 1. 2 points for a safety touch. 2. Allow A to scrimmage on the hash mark at the out of bounds spot, downs continue."
"What are Team B's options if Team A fumbles the ball from the end zone to out of bounds in the field of play without touching an opponent on 3rd down?

<i>Rule 6 | Section 3 | Article 8</i>",Team B has the choice of 2 options: 1. 2 points for a safety touch. 2. 1st Down for B on the hash mark at the out of bounds spot.
"Why is a fumble from the end zone to out of bounds in the field of play, not touching an opponent, considered an offside pass in the end zone?

<i>Rule 6 | Section 3 | Article 8</i>",It is considered an offside pass because the point of termination is closer to the opponent’s dead line than the point of the pass.
"What defines a forward pass in football?

<i>Rule 6 | Section 4 | Article 1 – DEFINITION</i>","A forward pass is thrown by any Team A player from behind the line of scrimmage toward the Team B dead line, to any eligible receiver, without touching the ground, goal post assembly, an official, or going out of bounds."
"Under what condition is a forward pass considered illegal after a change of possession?

<i>Rule 6 | Section 4 | Article 1 – DEFINITION</i>","A forward pass is illegal after a change of possession by either team. If Team B gains possession from a fumble, blocked kick, etc., and subsequently loses possession again to Team A, a forward pass by either team is illegal."
"How many forward passes are allowed on each down?

<i>Rule 6 | Section 4 | Article 2 – NUMBER OF FORWARD PASSES</i>",A forward pass shall be thrown once only on each down. A second forward pass on the same down shall be penalized with L10 DR.
"Who can throw a forward pass for Team A?

<i>Rule 6 | Section 4 | Article 3 – PASSER</i>",Any Team A player who is behind the line of scrimmage when they throw the ball may be the passer. The passer need not be the first player to receive the ball from the centre.
"Who are considered eligible receivers for a forward pass?

<i>Rule 6 | Section 4 | Article 4 – ELIGIBLE RECEIVERS</i>",Eligible receivers include: players at each end of the scrimmage line at the snap wearing numbers 0-49 or 80-99; players clearly back of the scrimmage line at the snap wearing numbers 0-49 or 80-99; a Team A player wearing numbers 0-49 or 80-99 who is in forward motion from a backfield position and within one yard of the line of scrimmage at the snap; all players of Team B; and all players of Team A if the ball is touched by a B player.
"Who are considered ineligible receivers for Team A?

<i>Rule 6 | Section 4 | Article 5 – INELIGIBLE RECEIVERS</i>","Players of Team A wearing numbers 50-79 are ineligible receivers, regardless of their position, unless declared eligible as indicated by rule 4-3-1."
"What is the penalty for an ineligible receiver being the first Team A player to catch or touch the ball?

<i>Rule 6 | Section 4 | Article 5 – INELIGIBLE RECEIVERS</i>","The penalty is 1.2D – L10 DR, 3D DG – L10 DR, DNG – LB PLS or PBD."
"Under what conditions can an ineligible receiver go downfield beyond the neutral zone?

<i>Rule 6 | Section 4 | Article 5 – INELIGIBLE RECEIVERS</i>",An ineligible receiver can go downfield beyond the neutral zone only if they make contact with an opponent in the neutral zone and maintain this contact as they move downfield.
"When is a forward pass considered complete when caught by Team A?

<i>Rule 6 | Section 4 | Article 6 – COMPLETED FORWARD PASS</i>","A forward pass is complete when caught inbounds by a Team A eligible receiver, or simultaneously by two or more Team A eligible receivers, and the player maintains complete and continuous control of the ball throughout the process of contacting the ground."
"What happens if a forward pass is caught simultaneously by eligible receivers of both teams?

<i>Rule 6 | Section 4 | Article 6 – COMPLETED FORWARD PASS</i>","The ball shall be awarded to Team A, even if it has been touched previously by Team B."
"When is a forward pass ruled incomplete?

<i>Rule 6 | Section 4 | Article 7 – INCOMPLETE FORWARD PASS</i>","A forward pass is incomplete when the ball touches the ground, goal post assembly, an official, a corner marker, Downsbox marker or yardstick assembly, or goes out of bounds, even if previously touched by a player. It is also incomplete when an eligible receiver catches a pass while off the ground, inbounds, and lands on or outside a boundary line."
"What constitutes intentional grounding by Team A's passer?

<i>Rule 6 | Section 4 | Article 8 – INTENTIONAL GROUNDING</i>","Intentional grounding occurs if Team A passer deliberately throws a forward pass that lands behind the line of scrimmage or Out of Bounds behind the line of scrimmage and to an area in which there is no eligible Team A receiver, to avoid a loss of yards."
"What is the penalty for intentional grounding from the Goal Area?

<i>Rule 6 | Section 4 | Article 8 – INTENTIONAL GROUNDING</i>","If the pass was thrown from the Goal Area, a safety touch score shall be awarded to Team B, subject to the right of Team B to decline the score and accept the play as it terminated."
"When can a Team A player initiate contact with or block a Team B player more than 1 yard in advance of the line of scrimmage on a forward pass play?

<i>Rule 6 | Section 4 | Article 9 – INTERFERENCE</i>",A Team A player may not initiate contact with or block a Team B player more than 1 yard in advance of the line of scrimmage until the pass has been touched by an eligible receiver.
"When can Team B players interfere with Team A players behind the neutral zone?

<i>Rule 6 | Section 4 | Article 9 – INTERFERENCE</i>",Team B players may interfere with any Team A player behind the neutral zone who is protecting the passer.
"Under what condition is contact between two opponents legal when a pass is in the air?

<i>Rule 6 | Section 4 | Article 9 – INTERFERENCE</i>","Contact is legal if it results from a simultaneous and bonafide attempt to play the ball at the spot of possible completion, where each player is intent on playing the ball, contact is unavoidable and incidental, and each player is in an equally favourable position to play the ball."
"What defines illegal interference on a forward pass?

<i>Rule 6 | Section 4 | Article 10 – ILLEGAL INTERFERENCE PENALTIES</i>","Illegal interference is interference with an eligible receiver in the target area, or interference which prevented an eligible receiver from reaching the target area, when there is a reasonable expectation that the receiver would have had the opportunity to attempt to complete the pass."
"What is the penalty for illegal interference by Team B across the line of scrimmage?

<i>Rule 6 | Section 4 | Article 10 – ILLEGAL INTERFERENCE PENALTIES</i>","The penalty is 1D at PF if less than 15 yards in advance of the PLS, or 1D plus 15 from the PLS if the PF is more than 15 yards in advance of the PLS."
"What happens if a Team A player fumbles the ball forward into the Team B end zone and Team B recovers it?

<i>Rule 6 | Section 4 | Article 11 – INTERCEPTION IN THE END ZONE</i>",It shall be ruled as an intercepted pass.
"If Team B intercepts a pass in the end zone and the ball goes dead in their possession without being advanced, what is the result?

<i>Rule 6 | Section 4 | Article 11 – INTERCEPTION IN THE END ZONE</i>",There is no score. Team B shall scrimmage at any point between the hash marks on their 20 yard (20 metre) line.
"When is a dropped ball by the passer ruled an incomplete pass versus a fumble?

<i>Rule 6 | Section 4 | Article 12 – MISCELLANEOUS</i>","If the passer is contacted after starting the passing motion and the ball is dropped, it is an incomplete pass. If contacted before starting passing motion and the ball is dropped, it is a fumble."
"What is the definition of holding in the context of Fouls and Penalties?

<i>Rule 7 | Fouls and Penalties | Article 1</i>","Holding is the use of the hands and/or arms to grasp or encircle an opponent, except when a player tackles the ball carrier, and is illegal if the hold has an impact on the play."
"What is the penalty for Team A committing a holding foul on 1st or 2nd down?

<i>Rule 7 | Fouls and Penalties | Article 1</i>","The penalty for Team A is L10 DR (loss of 10 yards, down repeated)."
"Under what conditions is the use of hands and arms permitted by a ball carrier?

<i>Rule 7 | Fouls and Penalties | Article 1</i>",The use of hands and arms is permitted by the ball carrier to ward off an opponent.
"When is the use of hands and arms permitted for a defender?

<i>Rule 7 | Fouls and Penalties | Article 1</i>","The use of hands and arms is permitted by a defender to reach the ball carrier, but the hands may not be used to grasp any opponent except the ball carrier."
"What actions constitute illegal use of hands by blocking an opponent?

<i>Rule 7 | Fouls and Penalties | Article 2</i>",Blocking an opponent by pushing him/her from the rear with extended arms or bumping him/her above the waist from behind is illegal and defined as illegal use of hands.
"What is the penalty for Team B committing illegal use of hands when the play results in a gain of ground (DG)?

<i>Rule 7 | Fouls and Penalties | Article 2</i>","The penalty for Team B is L10 PBH (loss of 10 yards, penalty enforced from the spot of the foul)."
"How is tripping defined?

<i>Rule 7 | Fouls and Penalties | Article 3</i>",Tripping is the intentional use of the lower leg or foot to obstruct any opponent below the knee.
"Under what circumstances is contacting the kicker, while in the act of kicking, illegal?

<i>Rule 7 | Fouls and Penalties | Article 4</i>","Contacting the kicker, while in the act of kicking, is illegal unless the contact is slight and incidental."
"When does the act of kicking begin and end for the purpose of kicker protection?

<i>Rule 7 | Fouls and Penalties | Article 4</i>",The act of kicking begins when the kicking foot leaves the ground and ends when the foot returns to the ground (or a player lying on the ground) after kicking or attempting to kick the ball.
"What is the penalty for illegally contacting the kicker?

<i>Rule 7 | Fouls and Penalties | Article 4</i>","The penalty for illegally contacting the kicker is L10 PLS (loss of 10 yards, penalty enforced from the previous line of scrimmage)."
"Under what conditions is a player not penalized for contacting the kicker?

<i>Rule 7 | Fouls and Penalties | Article 4</i>","A player shall not be penalized if they block or touch the ball prior to contacting the kicker, or if contact by a Team A blocker causes contact with the kicker, or if a B player contacts an A player in such a way as to drive the player into the kicker."
"What type of deceptive tactics are considered illegal?

<i>Rule 7 | Fouls and Penalties | Article 5</i>","The use of tactics to deceive opponents such as the alleged need for equipment (e.g., a tee, mouthguard) or the pretence of calling players toward the bench as if a time out had been called, is illegal."
"What is the penalty for using illegal deceptive tactics on 1st or 2nd down?

<i>Rule 7 | Fouls and Penalties | Article 5</i>","The penalty is L5 DR (loss of 5 yards, down repeated)."
"What constitutes rough play regarding charging a kicker, passer, or receiver?

<i>Rule 7 | Rough Play | Article 1</i>","The deliberate charging of a kicker, passer, or receiver of a kick or pass in such a way as to cause calculated injury."
"Which actions are considered rough play when striking an opponent?

<i>Rule 7 | Rough Play | Article 2</i>","The striking of an opponent with the fist, heel of the hand, knee or elbow, or kicking an opponent."
"Under what condition can head leading blocking, tackling, or spearing be penalized as rough play?

<i>Rule 7 | Rough Play | Article 3</i>","Head leading blocking, head leading tackling or spearing, if done deliberately in such a way as to cause calculated injury may be penalized under this section."
"When can grasping the helmet be penalized as rough play?

<i>Rule 7 | Rough Play | Article 4</i>","Grasping the helmet, if in the opinion of the Official it was a deliberate attempt to injure an opponent, may be penalized under this section."
"What is the penalty for rough play outlined in Articles 1 to 6?

<i>Rule 7 | Rough Play | Article 5</i>","Disqualification of the offending player, and L25 from the appropriate point as covered in Rule 8, Section 5. Automatic 1D to Team A for Team B Rough Play."
"What happens if the official cannot identify the offender for rough play?

<i>Rule 7 | Rough Play | Article 5</i>","If the official is unable to identify the offender, the distance penalty only shall be applied."
"What happens if both teams commit rough play?

<i>Rule 7 | Rough Play | Article 5</i>","If both teams offend, the players involved shall be disqualified but no distance penalty shall be applied. Play shall be resumed at the appropriate point as outlined in Dual Penalties. Rule 8, Section 6."
"What is prohibited regarding targeting and making forcible contact to an opponent's head or neck area?

<i>Rule 7 | Rough Play | Article 6</i>","No player shall target and make forcible contact to the head or neck area of an opponent with the helmet, forearm, hand, fist, elbow or shoulder. This foul requires at least one indicator of targeting."
"What does ""Targeting"" mean?

<i>Rule 7 | Rough Play | Article 6</i>","""Targeting"" means that a player takes aim at an opponent for purposes of attacking with forcible contact that goes beyond making a legal tackle or a legal block or playing the ball."
"What are some indicators of targeting?

<i>Rule 7 | Rough Play | Article 6</i>","Indicators of targeting include: 1) Launch – a player leaving their feet to attack an opponent by an upward and forward thrust of the body to make forcible contact in the head or neck area 2) A crouch followed by an upward and forward thrust to attack with forcible contact at the head or neck area 3) Leading with helmet, shoulder, forearm, fist, hand or elbow to attack with forcible contact at the head or neck area 4) Lowering the head before attacking by initiating forcible contact with the crown of the helmet."
"What is the penalty for targeting and making forcible contact to the head or neck area?

<i>Rule 7 | Rough Play | Article 6</i>","L25 Player Disqualified from game. For Levels U14 and below, the player will receive a warning for the first offense."
"Under what conditions is a player disqualified from further participation in the game?

<i>Rule 7 | Rough Play | Article 7</i>",A player is disqualified if: a) the player has been called for Rough play b) the player has been called for physical abuse of an official.
"Can the non-offending team decline a disqualification penalty?

<i>Rule 7 | Rough Play | Article 7</i>","No, the disqualification penalty cannot be declined by the non-offending team."
"How many Unnecessary Roughness penalties result in a player's disqualification from the game?

<i>Rule 7 | Section: Unnecessary Roughness</i>",A player will be disqualified after receiving a third Unnecessary Roughness penalty.
"What action constitutes 'piling on' in football?

<i>Rule 7 | Section: Unnecessary Roughness | Article: 1</i>","Piling on occurs when a player runs into, throws their body against, or falls upon a ball carrier after the play has been terminated by the official's whistle, or when the ball is clearly dead, including tackling a player out of bounds or throwing a dead ball carrier to the ground."
"What is required of a player in possession of the ball when sliding to give up?

<i>Rule 7 | Section: Unnecessary Roughness | Article: 1</i>","When a player in possession of the ball is giving up by sliding, all unnecessary contact must be avoided, and the slide must be done in a timely manner to allow the defense to avoid such contact."
"Under what conditions is a defender prohibited from hitting a passer in the knee area or below?

<i>Rule 7 | Section: Unnecessary Roughness | Article: 2</i>","A defender is prohibited from forcibly hitting a passer in the knee area or below who has one or both feet planted on the ground, even if the initial contact is above the knee, unless the defender is blocked (or fouled) into the passer and has no opportunity to avoid contact, or is swiping, wrapping, or grabbing in an attempt to tackle."
"What actions are prohibited when a defender tackles a passer after the ball has been thrown?

<i>Rule 7 | Section: Unnecessary Roughness | Article: 2</i>","A defender is prohibited from intimidating and punishing acts such as stuffing a passer to the ground, or unnecessarily wrestling or driving them down and landing on top with all or most of the defender's weight after the ball has been thrown. Instead, the defender must strive to wrap up the passer with their arms."
"What contact with a passer's head or neck area is prohibited for a defender?

<i>Rule 7 | Section: Unnecessary Roughness | Article: 2</i>","A defender is prohibited from using the helmet and/or facemask to hit the passer, or using hands, arms, or other parts of the body forcibly in the head or neck area."
"When can a player still be called for Roughing the Kicker even if they touch the ball first?

<i>Rule 7 | Section: Unnecessary Roughness | Article: 3</i>",A player can still be called for Roughing the Kicker if they touch the ball prior to contacting the kicker's plant leg.
"What protection is afforded to a place kick holder during a field goal or convert attempt?

<i>Rule 7 | Section: Unnecessary Roughness | Article: 4</i>",The holder of a place kick for a field goal or convert attempt shall be given the same protection as a kicker.
"What actions are illegal regarding an opponent's helmet?

<i>Rule 7 | Section: Unnecessary Roughness | Article: 5</i>","It is illegal to grasp the helmet of an opponent by closing the fingers on the face mask, chin strap, or other helmet opening (ear holes)."
"What is meant by 'clotheslining' in the context of tackling, and is it legal?

<i>Rule 7 | Section: Unnecessary Roughness | Article: 6</i>","'Clotheslining' refers to tackling around the head in the open field, or a straight arm tackle to the head, and it is illegal."
"What is 'spearing' and when is a player called for it?

<i>Rule 7 | Section: Unnecessary Roughness | Article: 7</i>","Spearing is driving the helmet into a player who is down, going down, whose forward progress has been stopped, or who is unable to protect themselves. A player is called for spearing even if before the ball is dead, if using the head and helmet as the primary point of force."
"What constitutes a 'Head Leading Block'?

<i>Rule 7 | Section: Unnecessary Roughness | Article: 8</i>","A Head Leading Block is when any player, including the ball carrier, uses the helmet to butt or ram an opponent."
"What constitutes a 'Head Leading Tackle'?

<i>Rule 7 | Section: Unnecessary Roughness | Article: 8</i>",A Head Leading Tackle is when any player strikes the runner with the crown or top of the helmet.
"When is the use of hands and arms considered unnecessary roughness?

<i>Rule 7 | Section: Unnecessary Roughness | Article: 9</i>","The use of hands and arms is unnecessary roughness if contact is made with the fist, heel of the hand, or elbow, if the blocking arm is cocked by swinging back of the body line prior to contact, if the blocking arm is driven upward and forward in an 'elbow smash' manner, if the blocker turns their body at the waist or pivots to add force to the blow, if contact is made with clasped hands, or if the opponent is struck above the shoulder with the hand or arm in an unnecessarily rough manner including a 'head slap'."
"Under what conditions is a 'Crack-Back Block' illegal for a Team A player?

<i>Rule 7 | Section: Unnecessary Roughness | Article: 10</i>","A 'Crack-Back Block' is illegal if a Team A player blocks an opponent below the waist or delivers a forcible block in the area from 5 yards ahead of the line of scrimmage, sideline to sideline, extending back to the Team A deadline, AND the A player is stationed or in motion 3+ yards outside the Block Below the Waist Area at the snap; OR stationed initially 3+ yards outside and moves toward the ball to be less than 3 yards from the area at the snap; OR stationed initially less than 3 yards from the area, moves more than 3 yards away, and then returns to less than 3 yards from the area, AND moves in the direction of the ball to make the block."
"When is a Team A player not penalized for a crack-back block, even if moving into the Block Below the Waist Area?

<i>Rule 7 | Section: Unnecessary Roughness | Article: 10</i>","If the Team A player moves into the Block Below the Waist Area prior to the snap and comes to a complete stop, the player shall not be penalized for a crack-back block."
"What is a 'Delayed Knee Blocking' foul?

<i>Rule 7 | Section: Unnecessary Roughness | Article: 11</i>","Delayed Knee Blocking is when a player blocks an opponent, at or below the knees, at the time that the opponent is already being engaged by a teammate of the blocker, with or without physical contact."
"What protection is given to the center on kick plays from scrimmage?

<i>Rule 7 | Section: Unnecessary Roughness | Article: 12</i>","On all kick plays from scrimmage (punts, field goal attempts, and converts), it is illegal to contact the center on, or within one yard either side of, the line of scrimmage."
"Is hurdling the center to avoid contact permissible on kick plays?

<i>Rule 7 | Section: Unnecessary Roughness | Article: 12</i>","No, hurdling the center in an attempt to avoid contact is not permissible and is penalized the same as if there was contact, with the exception of a quick kick."
"What actions constitute a 'Horse Collar' foul?

<i>Rule 7 | Section: Unnecessary Roughness | Article: 13</i>","A 'Horse Collar' foul is grasping an opponent by the inside of the shoulder pads, or by the inside collar of the jersey, or grasping the outside of the jersey above the numbers and using this as the primary means of causing a change in the ball carrier’s direction."
"When is an 'Illegal Block, Hands to Face' penalized?

<i>Rule 7 | Section: Unnecessary Roughness | Article: 14</i>","An 'Illegal Block, Hands to Face' is penalized when any player forcibly thrusts their hands forward above the frame to contact an opponent on the neck, face, head, or facemask. It is also a penalty if the initial contact is to the chest but the hands ride up to the neck, face, head, or facemask and the contact is forcible or prolonged."
"What is 'Blocking from the Rear'?

<i>Rule 7 | Section: Unnecessary Roughness | Article: 15</i>","'Blocking from the Rear' is blocking an opponent, other than the ball carrier, from the rear by charging into the opponent’s back with the body, or throwing the body across the back of the legs."
"When is 'Blocking from the Rear' considered legal?

<i>Rule 7 | Section: Unnecessary Roughness | Article: 15</i>","Blocking from the rear is legal if: 1) the block occurs in the Close Line Play area, is made by a player positioned in this area at the snap, and the contact is above the waist; OR 2) the initial point of contact is on the side or front of the opponent; OR 3) the initial point of contact is from the rear due to the opponent turning their back on the blocker after the blocker has committed to the block."
"Who is considered a player in a defenseless posture?

<i>Rule 7 | Section: Unnecessary Roughness | Article: 16</i>",Players in a defenseless posture include: a player in the act of or just after throwing a pass; a receiver attempting to catch a pass or who has completed a catch and not had time to protect themselves or become a runner; a runner in the grasp of a tackler with forward progress stopped; a player attempting to field a kick in the air; a player on the ground; a kicker/punter during the kick or return; a quarterback after a change of possession; a player receiving a block when the blocker is moving toward or parallel to their own end line and approaches from behind or side; and a player protected from an illegal crack block.
"What types of contact are prohibited against a player in a defenseless posture?

<i>Rule 7 | Section: Unnecessary Roughness | Article: 16</i>","Prohibited contact includes: forcibly hitting the defenseless player’s head or neck area with the helmet, facemask, forearm, or shoulder; lowering the head and making forcible contact with the top/crown or forehead/“hairline” parts of the helmet against any part of the defenseless player’s body; or illegally launching into a defenseless opponent by leaving both feet prior to contact to spring forward and upward and using any part of the helmet to initiate forcible contact."
"What is the penalty for unnecessary roughness against a player in a defenseless posture?

<i>Rule 7 | Section: Unnecessary Roughness | Article: 16</i>",The penalty is a loss of 15 yards and an automatic first down. The player may be disqualified if the action is judged by the official(s) to be flagrant.
"What defines an illegal 'Blindside Block'?

<i>Rule 7 | Section: Unnecessary Roughness | Article: 17</i>",An illegal 'Blindside Block' is a forcible block delivered by any player on an opponent while moving back towards or parallel to their own dead ball line anywhere on the field.
"What are 'Tourist Hits' and when are they penalized?

<i>Rule 7 | Section: Unnecessary Roughness | Article: 18</i>","'Tourist Hits' are unnecessary physical contact, such as running into, diving into, cut blocking, or throwing one's body on a player who is out of the play or would not have reasonably anticipated such contact, either before or after the ball is dead. Players are expected to know when the play is dead and if their actions are reasonable."
"Under what specific conditions is blocking an opponent below the waist considered legal?

<i>Rule 7 | Section: Unnecessary Roughness | Article: 19</i>","Blocking an opponent below the waist is legal only when the block occurs in the block below the waist area, is made by a player positioned in this area at the snap of the ball, and the block is above the knee. A player coming from outside this zone must come to a complete stop in the zone prior to the snap to be considered positioned in it."
"What types of language or gestures are prohibited for players or team bench occupants towards opponents, officials, or spectators?

<i>Rule 7 | Objectionable Conduct | Article 1</i>","The use of profane, obscene, or insulting language or gestures is prohibited."
"What actions are considered unsportsmanlike conduct and prohibited under Objectionable Conduct?

<i>Rule 7 | Objectionable Conduct | Article 1</i>","Throwing the ball at an opponent, an official, or occupant of the team bench is prohibited."
"What tactics by players that delay or hinder the game's smooth operation are penalized under Objectionable Conduct?

<i>Rule 7 | Objectionable Conduct | Article 1</i>","These tactics include spiking the ball, and/or deliberately throwing or kicking the ball away after it has been declared dead on a play."
"What is the penalty for an objectionable conduct foul that occurs before the Referee has whistled time in for any down?

<i>Rule 7 | Objectionable Conduct | Article 1</i>","The penalty is L10 from the point where the ball would have been put into play if no other foul occurred, or added to the penalty for any other foul."
"What is the penalty for an objectionable conduct foul called after the Referee has whistled time in for any down?

<i>Rule 7 | Objectionable Conduct | Article 1</i>","The penalty will be L10 PLS DR, and the distance chains will not be moved (unless a first down is gained from a penalty against Team B)."
"Under what condition may a player or occupant of the bench be disqualified for an objectionable conduct foul without a distance penalty?

<i>Rule 7 | Objectionable Conduct | Article 1</i>","If the foul is of a serious nature, the player or occupant of the bench may be disqualified with no distance penalty."
"What happens if a player throws a punch at an opponent, without contact?

<i>Rule 7 | Objectionable Conduct | Article 1</i>",It is considered Objectionable Conduct.
"When is a coach considered a player in relation to Objectionable Conduct rules?

<i>Rule 7 | Objectionable Conduct | Article 1</i>",A coach who is playing with the team shall be considered as a player when on the field.
"What is the consequence if a player, coach, or any member of a team is assessed a second Objectionable Conduct penalty during a game?

<i>Rule 7 | Objectionable Conduct | Article 1</i>",The offending individual shall be removed from play.
"What is the penalty for any player, team official, or bench occupant who engages in verbal taunts, insults, or intimidation based on Discriminatory Grounds?

<i>Rule 7 | Objectionable Conduct | Article 2</i>","In addition to an objectionable conduct penalty, they shall be disqualified for the remainder of the game."
"What are some examples of Discriminatory Grounds?

<i>Rule 7 | Objectionable Conduct | Article 2</i>","Discriminatory Grounds include, but are not limited to: Race, national or ethnic origin, skin color, or language spoken; Religion, Faith, Beliefs; Age; Sex, Sexual Orientation, or Gender Identify/Expression; Marital or Familial Status; Genetic Characteristics; Disability."
"What is the subject of Rule 8?

<i>Rule 8</i>",Application of Penalties
"What are the categories of penalties in this rulebook?

<i>Rule 8 | Section 1 | Article 1</i>","Penalties shall fall into the following categories: Loss of Down, Loss of distance, Option Penalties, Penalties after legal gains, Restricted Penalties, Penalties in end zone, Disqualification, Unnecessary Roughness and Rough Play Penalties, and Dual and Double Penalties."
"What does 'Loss of a Down' (LD) signify in the context of a penalty?

<i>Rule 8 | Section 1 | Article 2</i>",Loss of a down (LD) means that the down upon which the foul occurred has used up one of the series of 3 consecutive downs permitted.
"When a distance penalty is assessed for a foul, is there typically a loss of down as well?

<i>Rule 8 | Section 1 | Article 3</i>","For any foul calling for a distance penalty, there shall be no loss of down."
"What are the exceptions to the rule that distance penalties do not incur a loss of down?

<i>Rule 8 | Section 1 | Article 3</i>","Exceptions to no loss of down for distance penalties are: Unnecessary Roughness, Rough Play, Objectionable Conduct, and Playing without a mouthguard."
"What choice does the non-offending team have when a foul has been committed?

<i>Rule 8 | Section 1 | Article 4</i>","The non-offending team shall be entitled to the penalty, or the option of declining the penalty to take any advantage of field position, score, down, time, etc."
"Can the non-offending team decline a score to accept a penalty?

<i>Rule 8 | Section 1 | Article 4</i>","Yes, the non-offending team may decline a score to accept a penalty, or may decline a penalty to allow a score in order to gain an advantage from field position, or may allow a score to gain an advantage from a better point of application of a penalty such as UR."
"Under what circumstances is a penalty applied without the necessity of choosing an option?

<i>Rule 8 | Section 1 | Article 4</i>","In certain cases, where so stated, a penalty shall be applied without the necessity of choosing an option. These cases include fouls such as Unnecessary Roughness, Rough Play, Objectionable Conduct, and No Mouthguard."
"Can a team decline the distance for any penalty?

<i>Rule 8 | Section 1 | Article 4</i>","Yes, a team may decline the distance for any penalty, including those where the penalty is applied without option, if they feel the application of the distance would not be advantageous to them."
"When can the non-offending team decline a penalty to terminate a period?

<i>Rule 8 | Section 1 | Article 4</i>","The non-offending team may decline the penalty for any foul which occurs after the ball has been snapped, during the final play of a period, in order to terminate the period."
